zone_id,day,tank_level_pct,tank_level_trend_7d,avg_daily_consumption_l,consumption_trend_7d,rainfall_forecast_mm_7d,days_of_supply_left,stress_score,severity
zone_0,24,0.0,0.0,1464.9,-14.061950017599425,31.48,99.0,49.61,medium
zone_0,25,0.0,0.0,1613.8,0.46065737051791983,47.75,99.0,51.31,medium
zone_0,26,0.0,0.0,1869.2,27.46863066012002,28.59,99.0,41.02,medium
zone_0,27,0.0,0.0,1577.2,-11.60183835892837,38.19,99.0,50.64,medium
zone_0,28,0.0,0.0,1433.9,-51.98406054314704,25.95,99.0,40.8,medium
zone_0,29,0.0,0.0,1764.1,-10.429042904290434,38.61,99.0,40.44,medium
zone_0,30,0.0,0.0,1620.6,4.954342335340976,49.1,99.0,44.36,medium
zone_0,31,0.0,0.0,1548.2,5.686394975766261,35.79,99.0,44.07,medium
zone_0,32,0.0,0.0,1546.8,-4.151691659437353,42.69,99.0,38.77,low
zone_0,33,0.0,0.0,1679.5,-10.148726728011987,38.51,99.0,47.6,medium
zone_0,34,0.0,0.0,1554.5,-1.439259447121484,30.91,99.0,47.72,medium
zone_0,35,0.0,0.0,1725.3,20.322198200711338,35.38,99.0,50.44,medium
zone_0,36,0.0,0.0,1628.2,-7.703644918088537,36.18,99.0,43.27,medium
zone_0,37,0.0,0.0,1837.0,13.35307910650377,58.0,99.0,45.64,medium
zone_0,38,0.0,0.0,1751.3,13.118460147267788,40.19,99.0,45.67,medium
zone_0,39,0.0,0.0,1529.5,-1.1184380656839898,28.88,99.0,51.89,medium
zone_0,40,0.0,0.0,1869.3,11.300982435248583,25.27,99.0,34.91,low
zone_0,41,0.0,0.0,1550.1,-0.283049211965268,27.18,99.0,41.51,medium
zone_0,42,0.0,0.0,1652.7,-4.207963832376973,42.24,99.0,45.02,medium
zone_0,43,0.0,0.0,1626.9,-0.07984277115833156,33.28,99.0,40.66,medium
zone_0,44,0.0,0.0,1604.0,-12.683723462166578,37.54,99.0,43.97,medium
zone_0,45,0.0,0.0,1798.2,2.6780106206817846,50.72,99.0,44.66,medium
zone_0,46,0.0,0.0,1749.4,14.377247466492324,24.24,99.0,43.92,medium
zone_0,47,0.0,0.0,1455.3,-22.147327876745308,35.89,99.0,45.26,medium
zone_0,48,0.0,0.0,1565.0,0.9612283078511122,30.48,99.0,47.57,medium
zone_0,49,0.0,0.0,1635.0,-1.0709747685605402,31.71,99.0,44.05,medium
zone_0,50,0.0,0.0,1707.6,4.960354047575131,16.97,99.0,45.05,medium
zone_0,51,0.0,0.0,1671.6,4.214463840398997,38.55,99.0,44.59,medium
zone_0,52,0.0,0.0,1703.0,-5.294183071960852,30.52,99.0,44.97,medium
zone_0,53,0.0,0.0,1697.2,-2.9838801874928573,16.41,99.0,39.67,low
zone_0,54,0.0,0.0,1690.6,16.168487597059023,39.2,99.0,47.82,medium
zone_0,55,0.0,0.0,1678.7,7.265175718849844,35.5,99.0,43.63,medium
zone_0,56,0.0,0.0,1637.1,0.12844036697247152,16.79,99.0,51.64,medium
zone_0,57,0.0,0.0,1650.1,-3.367299133286484,21.49,99.0,48.39,medium
zone_0,58,0.0,0.0,1785.8,6.831777937305579,7.0,99.0,52.85,medium
zone_0,59,0.0,0.0,1627.0,-4.462712859659425,26.95,99.0,41.32,medium
zone_0,60,0.0,0.0,1646.2,-3.004949328305444,15.93,99.0,45.2,medium
zone_0,61,0.0,0.0,1492.1,-11.74139358807524,9.97,99.0,42.43,medium
zone_0,62,0.0,0.0,1704.8,1.5547745279084952,21.56,99.0,43.29,medium
zone_0,63,0.0,0.0,2349.9,43.54040681693239,26.36,99.0,53.06,medium
zone_0,64,0.0,0.0,1653.4,0.19998787952246422,6.01,99.0,53.84,medium
zone_0,65,0.0,0.0,1536.9,-13.937730988912525,11.68,99.0,42.61,medium
zone_0,66,0.0,0.0,1694.3,4.136447449293175,11.28,99.0,45.66,medium
zone_0,67,0.0,0.0,1702.0,3.3896245899647646,10.72,99.0,47.21,medium
zone_0,68,0.0,0.0,1342.5,-10.026137658333885,14.8,99.0,49.17,medium
zone_0,69,0.0,0.0,1560.8,-8.446738620366027,13.25,99.0,39.97,low
zone_0,70,0.0,0.0,1609.0,-31.529001234095073,17.22,99.0,40.12,medium
zone_0,71,0.0,0.0,1699.9,2.812386597314624,2.74,99.0,50.4,medium
zone_0,72,0.0,0.0,1580.4,2.830372828420847,8.69,99.0,39.93,low
zone_0,73,0.0,0.0,1513.6,-10.665171457238982,0.0,99.0,46.81,medium
zone_0,74,0.0,0.0,1553.4,-8.730904817861335,14.24,99.0,47.54,medium
zone_0,75,0.0,0.0,1580.4,17.72067039106146,6.25,99.0,50.58,medium
zone_0,76,0.0,0.0,1734.7,11.141722193746803,4.06,99.0,48.21,medium
zone_0,77,0.0,0.0,1394.1,-13.356121814791802,0.0,99.0,47.14,medium
zone_0,78,0.0,0.0,1738.5,2.270721807165122,17.71,99.0,49.99,medium
zone_0,79,0.0,0.0,1676.3,6.068084029359647,3.55,99.0,49.68,medium
zone_0,80,0.0,0.0,1625.7,7.406183932346733,22.78,99.0,43.72,medium
zone_0,81,0.0,0.0,1497.6,-3.592120509849374,0.66,99.0,48.67,medium
zone_0,82,0.0,0.0,1735.9,9.83928119463427,7.46,99.0,49.83,medium
zone_0,83,0.0,0.0,2335.9,34.65728944486079,9.82,99.0,56.37,medium
zone_0,84,0.0,0.0,1405.2,0.7962126102862159,0.0,99.0,51.79,medium
zone_0,85,0.0,0.0,1656.6,-4.710957722174293,0.0,99.0,53.46,medium
zone_0,86,0.0,0.0,1641.2,-2.0938972737576753,9.77,99.0,44.99,medium
zone_0,87,0.0,0.0,1483.8,-8.728547702528147,0.0,99.0,46.5,medium
zone_0,88,0.0,0.0,1614.0,7.772435897435905,16.23,99.0,46.18,medium
zone_0,89,0.0,0.0,1655.0,-4.660406705455388,1.68,99.0,47.82,medium
zone_1,0,83.37,0.0,700.1,0.0,39.97,99.0,3.45,low
zone_1,1,83.37,0.0,747.9,0.0,43.65,99.0,12.55,low
zone_1,2,80.62,0.0,692.8,0.0,37.21,99.0,12.25,low
zone_1,3,78.92,0.0,729.3,0.0,37.18,99.0,8.26,low
zone_1,4,76.85,0.0,673.2,0.0,36.21,99.0,12.98,low
zone_1,5,76.63,0.0,659.2,0.0,39.24,99.0,11.41,low
zone_1,6,73.73,0.0,730.9,0.0,34.7,99.0,14.7,low
zone_1,7,72.93,-1.491428571428571,823.8,17.66890444222253,41.93,48.89942528735633,11.59,low
zone_1,8,68.97,-2.057142857142858,724.4,-3.1421313009760663,25.85,33.52708333333332,19.02,low
zone_1,9,65.17,-2.2071428571428577,686.2,-0.9526558891454835,24.72,29.526860841423943,21.59,low
zone_1,10,63.96,-2.1371428571428575,677.5,-7.102701220348273,38.36,29.927807486631018,24.06,low
zone_1,11,61.58,-2.181428571428571,735.8,9.298871063576932,39.54,28.229207596594634,20.79,low
zone_1,12,59.56,-2.4385714285714277,735.6,11.589805825242715,21.18,24.4241359109549,16.05,low
zone_1,13,56.09,-2.52,792.7,8.455329046381184,26.73,22.25793650793651,22.63,low
zone_1,14,51.66,-3.03857142857143,680.0,-17.455693129400334,34.42,17.00141043723553,29.11,low
zone_1,15,48.75,-2.8885714285714283,855.1,18.042517945886257,42.5,16.87685459940653,31.62,low
zone_1,16,47.49,-2.525714285714286,647.0,-5.712620227338975,27.01,18.80260180995475,37.04,low
zone_1,17,43.53,-2.9185714285714286,720.1,6.287822878228785,43.82,14.914831130690164,35.42,low
zone_1,18,40.05,-3.075714285714286,688.1,-6.482739874966015,27.55,13.021365536460749,35.29,low
zone_1,19,37.42,-3.162857142857143,728.4,-0.9787928221859767,29.74,11.831074977416444,35.97,low
zone_1,20,33.3,-3.2557142857142867,709.3,-10.52100416298727,10.29,10.228170250109693,44.94,medium
zone_1,21,30.96,-2.9571428571428564,737.7,8.485294117647065,9.67,10.469565217391304,39.05,low
zone_1,22,29.3,-2.7785714285714285,635.5,-25.68120687638873,15.63,10.544987146529563,39.92,low
zone_1,23,28.09,-2.771428571428572,732.3,13.183925811437398,23.45,10.135567010309277,36.51,low
zone_1,24,25.1,-2.632857142857143,685.5,-4.80488820997084,14.66,9.533369506239826,47.8,medium
zone_1,25,21.8,-2.6071428571428568,728.1,5.8131085598023535,14.18,8.36164383561644,45.53,medium
zone_1,26,20.94,-2.3542857142857145,578.4,-20.59308072487644,10.08,8.894417475728154,41.02,medium
zone_1,27,17.78,-2.2171428571428566,651.7,-8.12068236289298,13.16,8.01932989690722,44.1,medium
zone_1,28,14.07,-2.412857142857143,697.7,-5.42225837061136,18.39,5.8312611012433395,48.13,medium
zone_1,29,11.19,-2.587142857142857,698.3,9.881982690794642,12.66,4.3252346769740475,48.1,medium
zone_1,30,7.58,-2.9299999999999997,704.8,-3.7552915471801174,3.45,2.5870307167235502,49.96,medium
zone_1,31,5.43,-2.81,726.3,5.9518599562363175,22.23,1.9323843416370103,48.25,medium
zone_1,32,3.35,-2.6357142857142857,741.5,1.8404065375635184,9.96,1.2710027100271002,53.95,medium
zone_1,33,0.24,-2.9571428571428577,618.2,6.881051175656997,14.95,0.08115942028985504,53.07,medium
zone_1,34,0.0,-2.54,715.9,9.851158508516178,0.0,0.0,53.73,medium
zone_1,35,0.0,-2.0100000000000002,710.9,1.8919306292102522,0.0,0.0,48.39,medium
zone_1,36,0.0,-1.5985714285714285,658.0,-5.771158527853352,14.96,0.0,51.11,medium
zone_1,37,0.0,-1.082857142857143,752.3,6.739500567536891,10.21,0.0,49.76,medium
zone_1,38,0.0,-0.7757142857142857,637.6,-12.21258433154343,0.01,0.0,49.25,medium
zone_1,39,0.0,-0.4785714285714286,711.0,-4.11328388401888,14.67,0.0,48.83,medium
zone_1,40,0.0,-0.03428571428571429,1270.8,105.56454221934646,0.0,0.0,55.43,medium
zone_1,41,0.0,0.0,698.8,-2.3886017600223526,3.26,99.0,51.02,medium
zone_1,42,0.0,0.0,732.5,3.038402025601354,6.65,99.0,50.2,medium
zone_1,43,0.0,0.0,712.5,8.282674772036474,10.5,99.0,46.87,medium
zone_1,44,0.0,0.0,772.8,2.7249767380034564,12.41,99.0,45.01,medium
zone_1,45,0.0,0.0,677.5,6.257841907151815,0.4,99.0,44.75,medium
zone_1,46,0.0,0.0,724.2,1.8565400843881923,0.0,99.0,46.34,medium
zone_1,47,0.0,0.0,590.0,-53.57255272269437,0.0,99.0,48.68,medium
zone_1,48,0.0,0.0,558.4,-20.091585575271893,11.97,99.0,44.02,medium
zone_1,49,0.0,0.0,659.5,-9.965870307167235,0.0,99.0,48.98,medium
zone_1,50,0.0,0.0,712.3,-0.028070175438602876,18.09,99.0,42.57,medium
zone_1,51,0.0,0.0,758.7,-1.8245341614906714,28.71,99.0,38.51,low
zone_1,52,0.0,0.0,712.1,5.107011070110704,11.05,99.0,50.86,medium
zone_1,53,0.0,0.0,748.2,3.3140016570008286,0.0,99.0,46.9,medium
zone_1,54,0.0,0.0,757.5,28.389830508474578,0.0,99.0,46.96,medium
zone_1,55,0.0,0.0,653.0,16.94126074498568,7.99,99.0,44.28,medium
zone_1,56,0.0,0.0,697.7,5.792266868840038,6.47,99.0,49.86,medium
zone_1,57,0.0,0.0,643.7,-9.630773550470295,0.0,99.0,54.1,medium
zone_1,58,0.0,0.0,613.5,-19.137999209173593,0.0,99.0,46.99,medium
zone_1,59,0.0,0.0,769.9,8.116837522819823,6.85,99.0,47.4,medium
zone_1,60,0.0,0.0,716.1,-4.290296712109065,13.5,99.0,51.27,medium
zone_1,61,0.0,0.0,637.7,-15.815181518151809,9.67,99.0,40.2,medium
zone_1,62,0.0,0.0,674.9,3.3537519142419563,17.04,99.0,54.62,medium
zone_1,63,0.0,0.0,787.8,12.913859825139731,18.0,99.0,56.99,medium
zone_1,64,0.0,0.0,700.8,8.870591890632268,10.38,99.0,37.06,low
zone_1,65,0.0,0.0,710.6,15.827220863895683,16.78,99.0,47.15,medium
zone_1,66,0.0,0.0,644.9,-16.23587478893363,22.12,99.0,43.07,medium
zone_1,67,0.0,0.0,738.2,3.086161150677283,25.75,99.0,44.64,medium
zone_1,68,0.0,0.0,732.0,14.78751764152422,0.0,99.0,47.81,medium
zone_1,69,0.0,0.0,669.8,-0.7556675062972326,11.87,99.0,50.42,medium
zone_1,70,0.0,0.0,802.2,1.8278750952018394,25.68,99.0,45.18,medium
zone_1,71,0.0,0.0,695.8,-0.7134703196347032,12.74,99.0,43.43,medium
zone_1,72,0.0,0.0,723.0,1.7450042217844044,24.03,99.0,45.13,medium
zone_1,73,0.0,0.0,629.8,-2.341448286556059,22.78,99.0,47.93,medium
zone_1,74,0.0,0.0,1115.5,51.11081007856948,33.13,99.0,43.33,medium
zone_1,75,0.0,0.0,682.9,-6.707650273224047,25.95,99.0,38.9,low
zone_1,76,0.0,0.0,730.3,9.03254702896387,28.59,99.0,53.68,medium
zone_1,77,0.0,0.0,668.8,-16.629269508850673,30.03,99.0,42.43,medium
zone_1,78,0.0,0.0,689.0,-0.9772923253808501,36.86,99.0,44.45,medium
zone_1,79,0.0,0.0,616.2,-14.77178423236514,28.43,99.0,43.6,medium
zone_1,80,0.0,0.0,745.5,18.370911400444594,30.62,99.0,48.29,medium
zone_1,81,0.0,0.0,689.6,-38.18018825638727,17.27,99.0,53.62,medium
zone_1,82,0.0,0.0,721.8,5.6962952115975956,44.37,99.0,47.66,medium
zone_1,83,0.0,0.0,678.6,-7.079282486649313,43.43,99.0,38.93,low
zone_1,84,0.0,0.0,716.1,7.0723684210526425,41.73,99.0,39.89,low
zone_1,85,0.35,0.049999999999999996,735.1,6.690856313497827,29.01,99.0,43.77,medium
zone_1,86,0.0,0.0,793.9,28.838039597533253,26.07,99.0,46.13,medium
zone_1,87,0.0,0.0,792.9,6.358148893360157,36.21,99.0,38.49,low
zone_1,88,0.0,0.0,736.1,6.7430394431554515,29.14,99.0,48.79,medium
zone_1,89,0.88,0.12571428571428572,619.8,-14.131338320864506,36.06,99.0,40.26,medium
zone_10,0,49.57,0.0,2718.9,0.0,31.54,99.0,28.67,low
zone_10,1,39.65,0.0,2917.4,0.0,27.88,99.0,34.69,low
zone_10,2,30.67,0.0,2801.9,0.0,38.62,99.0,30.21,low
zone_10,3,22.99,0.0,2544.8,0.0,44.72,99.0,36.41,low
zone_10,4,15.68,0.0,2509.7,0.0,33.15,99.0,33.02,low
zone_10,5,5.69,0.0,2972.6,0.0,19.14,99.0,46.24,medium
zone_10,6,0.0,0.0,2667.3,0.0,24.66,99.0,43.65,medium
zone_10,7,0.0,-7.081428571428572,2897.0,6.550443193938722,35.25,0.0,51.04,medium
zone_10,8,0.0,-5.664285714285714,2468.5,-15.386988414341541,33.48,0.0,53.84,medium
zone_10,9,0.0,-4.381428571428572,2582.5,-7.8304007994575135,35.69,0.0,53.14,medium
zone_10,10,0.0,-3.2842857142857143,2545.6,0.03143665513988239,44.54,0.0,51.91,medium
zone_10,11,0.0,-2.2399999999999998,2580.0,2.8011316093557075,26.51,0.0,54.99,medium
zone_10,12,0.0,-0.812857142857143,2531.7,-14.832133485837318,32.82,0.0,43.89,medium
zone_10,13,0.0,0.0,3943.1,47.831140104225234,26.46,99.0,55.23,medium
zone_10,14,0.0,0.0,2364.9,-18.36727649292371,24.76,99.0,40.33,medium
zone_10,15,0.0,0.0,2872.8,16.37836742961313,34.84,99.0,52.44,medium
zone_10,16,0.0,0.0,2662.9,3.1132623426911943,28.99,99.0,41.24,medium
zone_10,17,0.0,0.0,2542.3,-0.12963544940288055,20.65,99.0,46.12,medium
zone_10,18,0.0,0.0,2504.5,-2.926356589147287,10.45,99.0,45.39,medium
zone_10,19,0.0,0.0,2827.5,11.683848797250867,21.4,99.0,45.36,medium
zone_10,20,0.0,0.0,2770.3,-29.743095533970727,25.09,99.0,48.79,medium
zone_10,21,0.0,0.0,2660.2,12.486785910609315,10.89,99.0,54.04,medium
zone_10,22,0.0,0.0,3048.1,6.102060707323855,3.99,99.0,53.25,medium
zone_10,23,0.0,0.0,2986.9,12.167186150437493,17.62,99.0,45.6,medium
zone_10,24,0.0,0.0,2360.0,-7.17067222593715,9.65,99.0,48.18,medium
zone_10,25,0.0,0.0,2515.0,0.41924535835496113,7.48,99.0,44.6,medium
zone_10,26,0.0,0.0,2578.4,-8.80990274093722,1.76,99.0,44.42,medium
zone_10,27,0.0,0.0,2711.7,-2.11529437245065,1.23,99.0,43.87,medium
zone_10,28,0.0,0.0,2656.9,-0.12405082324636221,10.76,99.0,45.56,medium
zone_10,29,0.0,0.0,2834.1,-7.020767035202258,18.01,99.0,47.44,medium
zone_10,30,0.0,0.0,2747.0,-8.031738591851086,7.23,99.0,40.09,medium
zone_10,31,0.0,0.0,4270.7,80.96186440677965,17.23,99.0,50.1,medium
zone_10,32,0.0,0.0,2738.5,8.886679920477137,25.19,99.0,52.17,medium
zone_10,33,0.0,0.0,1750.3,-32.11681663046851,7.48,99.0,52.19,medium
zone_10,34,0.0,0.0,2899.9,6.940295755430183,0.0,99.0,46.68,medium
zone_10,35,0.0,0.0,2823.7,6.27799314991154,6.11,99.0,42.66,medium
zone_10,36,0.0,0.0,2268.5,-19.956952824529832,11.82,99.0,49.02,medium
zone_10,37,0.0,0.0,2388.9,-13.036039315617035,5.61,99.0,38.66,low
zone_10,38,0.0,0.0,2625.8,-38.51593415599315,0.0,99.0,53.04,medium
zone_10,39,0.0,0.0,2759.3,0.7595398941026176,0.0,99.0,47.79,medium
zone_10,40,0.0,0.0,2810.3,60.561046677712405,0.0,99.0,59.56,medium
zone_10,41,0.0,0.0,2587.9,-10.758991689368598,0.0,99.0,41.69,medium
zone_10,42,0.0,0.0,3106.5,10.015228246626773,0.0,99.0,52.87,medium
zone_10,43,0.0,0.0,2993.4,31.955036367643824,14.59,99.0,48.36,medium
zone_10,44,0.0,0.0,3007.7,25.903135334254245,0.46,99.0,48.77,medium
zone_10,45,0.0,0.0,2298.9,-12.449539188056976,0.0,99.0,43.12,medium
zone_10,46,0.0,0.0,2746.5,-0.46388576812960464,0.0,99.0,50.98,medium
zone_10,47,0.0,0.0,2021.6,-28.064619435647447,10.9,99.0,50.0,medium
zone_10,48,0.0,0.0,2597.7,0.37868542061129595,4.51,99.0,55.22,medium
zone_10,49,0.0,0.0,5491.8,76.78416224046354,5.39,99.0,55.74,medium
zone_10,50,0.0,0.0,2231.9,-25.439299792877662,0.0,99.0,46.22,medium
zone_10,51,0.0,0.0,2795.1,-7.068524121421682,0.0,99.0,44.58,medium
zone_10,52,0.0,0.0,2823.4,22.815259471921355,16.78,99.0,42.48,medium
zone_10,53,0.0,0.0,2538.7,-7.565993082104503,0.0,99.0,54.49,medium
zone_10,54,0.0,0.0,2509.2,24.119509299564697,18.86,99.0,44.67,medium
zone_10,55,0.0,0.0,3217.9,23.874966316356787,0.0,99.0,55.95,medium
zone_10,56,0.0,0.0,2592.4,-52.79507629556793,12.89,99.0,49.15,medium
zone_10,57,0.0,0.0,2685.8,20.336932658273223,17.65,99.0,49.02,medium
zone_10,58,0.0,0.0,2980.3,6.625881006046305,15.5,99.0,45.91,medium
zone_10,59,0.0,0.0,2685.4,-4.887724020684281,11.2,99.0,49.9,medium
zone_10,60,0.0,0.0,2940.6,15.830937093788163,27.56,99.0,46.18,medium
zone_10,61,0.0,0.0,3188.0,27.052446995058194,20.94,99.0,46.23,medium
zone_10,62,0.0,0.0,2848.8,-11.470213493272006,7.9,99.0,50.44,medium
zone_10,63,0.0,0.0,2576.2,-0.6249035642647844,19.11,99.0,45.73,medium
zone_10,64,0.0,0.0,4339.1,61.55707796559684,28.63,99.0,45.66,medium
zone_10,65,0.0,0.0,3321.4,11.445156527866319,19.75,99.0,49.32,medium
zone_10,66,0.0,0.0,2613.1,-2.692336337230959,44.27,99.0,44.74,medium
zone_10,67,0.0,0.0,2659.8,-9.549071618037127,18.77,99.0,48.3,medium
zone_10,68,0.0,0.0,2571.8,-19.32873274780426,15.03,99.0,44.98,medium
zone_10,69,0.0,0.0,2905.1,1.9762707104745763,33.47,99.0,40.28,medium
zone_10,70,0.0,0.0,2837.5,10.142846052325138,37.31,99.0,52.55,medium
zone_10,71,0.0,0.0,2942.8,-32.17948422483926,29.63,99.0,51.23,medium
zone_10,72,0.0,0.0,2566.4,-22.731378334437284,34.69,99.0,48.54,medium
zone_10,73,0.0,0.0,2735.8,4.695572308752068,47.95,99.0,43.73,medium
zone_10,74,0.0,0.0,2589.2,-2.6543349123994417,41.61,99.0,43.8,medium
zone_10,75,0.0,0.0,2686.5,4.459911346138884,30.69,99.0,50.8,medium
zone_10,76,0.0,0.0,2891.1,-0.4819111218202472,50.17,99.0,43.58,medium
zone_10,77,0.0,0.0,2703.1,-4.736563876651986,44.59,99.0,42.47,medium
zone_10,78,0.0,0.0,2708.6,-7.958406959358443,39.38,99.0,52.49,medium
zone_10,79,0.0,0.0,3068.3,19.556577306733168,37.4,99.0,45.98,medium
zone_10,80,0.0,0.0,4020.8,46.96980773448351,47.74,99.0,54.89,medium
zone_10,81,0.0,0.0,2727.2,5.329831608218756,37.68,99.0,39.73,low
zone_10,82,0.0,0.0,2437.6,-9.26484273217942,59.22,99.0,47.07,medium
zone_10,83,0.0,0.0,2734.6,-5.413164539448653,42.51,99.0,53.28,medium
zone_10,84,0.0,0.0,2446.9,-9.478006733010242,25.26,99.0,45.69,medium
zone_10,85,0.0,0.0,2377.4,-12.227719116886947,23.28,99.0,44.75,medium
zone_10,86,0.0,0.0,2505.8,-18.33262718769351,44.72,99.0,40.33,medium
zone_10,87,0.0,0.0,2789.6,-30.6207719856745,23.4,99.0,50.12,medium
zone_10,88,0.0,0.0,2965.5,8.737899677324735,26.08,99.0,42.91,medium
zone_10,89,0.0,0.0,2961.1,21.476042008532982,52.65,99.0,45.91,medium
zone_11,0,34.8,0.0,2407.4,0.0,42.19,99.0,24.4,low
zone_11,1,19.24,0.0,2695.2,0.0,24.78,99.0,43.2,medium
zone_11,2,5.85,0.0,2375.6,0.0,34.29,99.0,46.99,medium
zone_11,3,0.0,0.0,2453.5,0.0,36.05,99.0,44.87,medium
zone_11,4,0.0,0.0,2445.8,0.0,40.45,99.0,40.38,medium
zone_11,5,0.0,0.0,1831.8,0.0,31.24,99.0,51.14,medium
zone_11,6,0.0,0.0,2090.8,0.0,28.49,99.0,43.72,medium
zone_11,7,0.0,-4.971428571428571,2604.2,8.174794383982709,16.15,0.0,52.73,medium
zone_11,8,0.0,-2.748571428571428,2378.4,-11.754229741763126,9.08,0.0,47.33,medium
zone_11,9,0.0,-0.8357142857142856,2571.2,8.233709378683276,16.35,0.0,46.64,medium
zone_11,10,0.0,0.0,2348.6,-4.275524760546162,23.37,99.0,39.98,low
zone_11,11,0.0,0.0,2817.4,15.193392754926807,25.05,99.0,44.01,medium
zone_11,12,0.0,0.0,2575.5,40.59941041598428,17.26,99.0,51.94,medium
zone_11,13,0.0,0.0,2176.2,4.08456093361391,13.29,99.0,45.75,medium
zone_11,14,0.0,0.0,2303.3,-11.554412103525062,20.43,99.0,47.57,medium
zone_11,15,0.0,0.0,2436.6,2.4470232088799113,7.11,99.0,45.0,medium
zone_11,16,0.0,0.0,2530.7,-1.5751400124455508,15.74,99.0,46.97,medium
zone_11,17,0.0,0.0,2559.8,8.992591331005716,1.11,99.0,56.69,medium
zone_11,18,0.0,0.0,2801.7,-0.5572513665081378,3.52,99.0,46.78,medium
zone_11,19,0.0,0.0,2200.1,-14.575810522228696,0.81,99.0,50.04,medium
zone_11,20,0.0,0.0,2448.8,12.526422203841575,3.13,99.0,42.71,medium
zone_11,21,0.0,0.0,2597.5,12.772977901272078,15.81,99.0,53.55,medium
zone_11,22,0.0,0.0,2298.9,-5.65131740950504,1.12,99.0,46.56,medium
zone_11,23,0.0,0.0,2657.9,5.026277314577006,25.54,99.0,50.04,medium
zone_11,24,0.0,0.0,2491.2,-2.679896866942744,0.0,99.0,48.11,medium
zone_11,25,0.0,0.0,2791.5,-0.36406467501873213,1.04,99.0,50.92,medium
zone_11,26,0.0,0.0,2557.2,16.231080405436114,0.0,99.0,52.26,medium
zone_11,27,0.0,0.0,2439.4,-0.38386148317543656,2.27,99.0,46.52,medium
zone_11,28,0.0,0.0,2005.3,-22.798845043310877,0.0,99.0,52.97,medium
zone_11,29,0.0,0.0,2398.4,4.3281569446256904,18.29,99.0,43.63,medium
zone_11,30,0.0,0.0,2654.5,-0.12792053877121376,0.0,99.0,51.71,medium
zone_11,31,0.0,0.0,2367.3,-4.973506743737943,0.0,99.0,47.04,medium
zone_11,32,0.0,0.0,2597.0,-6.967580154039048,0.0,99.0,50.0,medium
zone_11,33,0.0,0.0,2512.0,-1.767558266854365,14.92,99.0,44.96,medium
zone_11,34,0.0,0.0,2051.0,-15.921948020004923,12.68,99.0,47.28,medium
zone_11,35,0.0,0.0,2413.3,20.34608288036704,0.0,99.0,45.52,medium
zone_11,36,0.0,0.0,2333.3,-2.714309539693125,0.0,99.0,49.59,medium
zone_11,37,0.0,0.0,2362.4,-11.003955547184024,16.52,99.0,46.79,medium
zone_11,38,0.0,0.0,2379.9,0.532251932581418,0.0,99.0,46.47,medium
zone_11,39,0.0,0.0,2433.0,-6.314978821717367,0.0,99.0,48.38,medium
zone_11,40,0.0,0.0,2092.7,-16.69187898089173,3.79,99.0,48.68,medium
